time,massin,tank_level,temperature,massout,accumA_level,accumB_level,accumA_massout,accumB_massout,valve_state,heater_state,pump_state,diverter_state,valve_mode,heater_mode,pump_mode,diverter_mode,ttTankMassHigh,ttTankMassLow,ttTankTempHigh,ttTankTempLow,ttAccumAMassHigh,ttAccumAMassLow,ttAccumBMassHigh,ttAccumBMassLow
0.3400195,0,26.2163550943212,122.142734690748,0,49.89374390625,49.819364640625,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,4.40202936278843,Infinity,Infinity,76.4599804999975,Infinity,44.8364510882345
0.9070519,0,26.2163550943212,123.733626017419,0,49.71654628125,49.518128678125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.83839034425474,Infinity,Infinity,75.8929480999935,Infinity,44.2694186882395
1.2140694,0,26.2163550943212,124.594618326852,0,49.6206033125,49.35502563125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.53257874656606,Infinity,Infinity,75.5859306000256,Infinity,43.9624011882364
1.5260873,0,26.2163550943212,125.469375339852,0,49.52309771875,49.189266121875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.22157462448488,Infinity,Infinity,75.2739126999692,Infinity,43.6503832882363
1.8391052,0,26.2163550943212,126.34667412294,0,49.425279625,49.0229753625,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.9094717300983,Infinity,Infinity,74.9608948000269,Infinity,43.3373653882421
2.1491229,0,26.2163550943212,127.21530599592,0,49.32839909375,48.858278459375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.60027934699264,Infinity,Infinity,74.650877100023,Infinity,43.02734768823
2.4691412,0,26.2163550943212,128.111689110115,0,49.2283933749999,48.6882687375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.28099370981402,Infinity,Infinity,74.3308588000018,Infinity,42.7073293882383
2.7731586,0,26.2163550943212,128.962998744631,0,49.1333879374999,48.52675949375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.97761623314275,Infinity,Infinity,74.0268413999696,Infinity,42.4033119882363
3.0851765,0,26.2163550943212,129.836455137958,0,49.0358823437499,48.360999984375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.66615020501946,Infinity,Infinity,73.7148234999727,Infinity,42.0912940882474
3.3971943,0,26.2163550943212,130.709651075312,0,48.93837678125,48.195240528125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.35458197176694,Infinity,Infinity,73.4028056999686,Infinity,41.7792762882355
3.7092122,0,26.2163550943212,131.582587426275,0,48.8408711874999,48.02948101875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.04293051645162,Infinity,Infinity,73.0907877999817,Infinity,41.467258388241
4.02123,0,26.2163550943212,132.455263115883,0,48.7433656249999,47.8637215625,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.731177214895349,Infinity,Infinity,72.7787700000343,Infinity,41.1552405882295
4.3342479,0,26.2163550943212,133.33047508347,0,48.6455475312499,47.697430803125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.418334853118399,Infinity,Infinity,72.4657520999689,Infinity,40.8422226882355
4.6452657,0,26.2163550943212,134.19983576884,0,48.5483544687499,47.532202596875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.107400366329436,Infinity,Infinity,72.1547342999851,Infinity,40.5312048882241
5.035288,0,26.2163550943212,134.533696538386,0,48.4264724999999,47.32500325,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0,12.6614195050434,Infinity,71.764711999986,Infinity,40.1411825882393
5.559318,0,26.2163550943212,134.497421547631,0,48.2627131249999,47.0466123125,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,12.6416192383985,Infinity,71.2406820000029,Infinity,39.617152588242
5.8633354,0,26.2163550943212,134.476385383068,0,48.1677076874999,46.88510306875,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,12.6302183614255,Infinity,70.9366645999741,Infinity,39.3131351882279
